"","X","PID","index","time_elapsed","block","reward_type","stimulus_left","stimulus_right","rating_left","rating_right","painting_left","painting_right","left_chosen","chosen_obj","unchosen_obj","explain_trial","explain_response","explain_rt"
"254",254,"PKUhO",0,1040905,1,-1,12,14,64,56,"daniel-rigdon-dXmXKPP2L4E-unsplash.jpg","freddy-kearney-o-ioeoATbIM-unsplash.jpg",0,14,12,1,"Old man in the picture has some symbolic aspect to it plus more feeling can be depicted from the picture",81.851
"255",255,"PKUhO",11,1375757,1,1,21,33,52,45,"jessica-felicio-_cvwXhGqG-o-unsplash.jpg","olena-sergienko-0TSd6uCKTKc-unsplash.jpg",0,33,21,1,"The female depicted in the picture has an innocent look to her the gaze in her eyes is one that you could look at and dive into thoughts",54.696
"256",256,"PKUhO",12,1443192,2,1,16,0,70,28,"giano-currie-5-9YOsmf8IQ-unsplash.jpg","abstral-official-cyOKLSgkgCE-unsplash.jpg",0,0,16,1,"There is more thoughts and emotions that go into looking at the face and sunken eyes of an old man who has lived a good life and has gone through a lot of things during that period",83.361
"257",257,"PKUhO",13,1529693,2,1,47,8,59,53,"tyler-nix-ZGa9d1a_4tA-unsplash.jpg","bruce-dixon-3M9WJQVHzog-unsplash.jpg",0,8,47,1,"I love the cool dark seat setting in the background and how the person in the photo gels well with it",67.495
"258",258,"PKUhO",18,1611504,2,-1,6,5,50,60,"ben-o-bro-C5XyLljkMrY-unsplash.jpg","batel-studio-ttSRjiYG_WM-unsplash.jpg",0,5,6,1,"The authentic smile and how whatever she has on mixes well the the color background",56.648
"259",259,"PKUhO",19,1670686,2,-1,29,26,32,65,"leilani-angel-K84vnnzxmTQ-unsplash.jpg","juri-gianfrancesco-9EZadYaMzk4-unsplash.jpg",0,26,29,1,"I love how the photo depicts a dude interacting with nature reaching out touching the plant and how his hair nicely falls by his side",74.38
"260",260,"PKUhO",20,1747905,2,1,7,1,69,58,"brooke-cagle-HRZUzoX1e6w-unsplash.jpg","aiony-haust-jmATI5Q_YgY-unsplash.jpg",1,7,1,1,"A moment captured of genuine happiness and a smile that speaks a thousand words",60.135
"261",261,"PKUhO",21,1810697,2,-1,31,42,35,60,"mathilda-khoo-vLR0YP_otCo-unsplash.jpg","prince-akachi-l3IHXOdMyHQ-unsplash.jpg",1,31,42,1,"A sense of hope after years of suffering was what I felt while looking at this picture hence sure a lot of people will feel the same",56.97
"262",262,"PKUhO",3,1133468,1,1,35,11,51,68,"oliver-ragfelt-khV4fTy6-D8-unsplash.jpg","christian-ferrer-8vT-DgHZDG4-unsplash.jpg",0,11,35,1,"I love how the red background coincides with the head gear she has on her",52.478
"263",263,"PKUhO",5,1192185,1,1,4,44,55,29,"barna-bartis-2x3vfVxwR7o-unsplash.jpg","rikonavt-HQjfrvdTfak-unsplash.jpg",1,4,44,1,"The facial features shout out a lot especially because of the dark black background",36.225
"264",264,"PKUhO",7,1234884,1,-1,34,36,55,62,"oliver-johnson-1TUIcKob7Zs-unsplash.jpg","ospan-ali-mGdA2fzjWLo-unsplash.jpg",0,36,34,1,"I love to see more to a picture other than the facial representation The type of clothing and necklace reflects upon an interesting culture",68.745
"265",265,"PKUhO",9,1309380,1,-1,22,19,28,29,"jessica-radanavong-mrYkTuAesKE-unsplash.jpg","ha-nguy-n-OFSQ6bHjFjs-unsplash.jpg",1,22,19,1,"He has a gangster look to him and the background for me is more appealing compared to the other picture",60.15
"281",281,"QGgHx",1,18360885,1,1,15,39,39,60,"gabriel-silverio-u3WmDyKGsrY-unsplash.jpg","philip-martin-5aGUyCW_PJw-unsplash.jpg",1,15,39,1,"I chose to sell this photograph because the female individual in the image captures the attention of the viewer through her vibrant smile and rich red hair color to compliment the red lipstick that she is wearing ",56.552
"282",282,"QGgHx",10,18612712,1,-1,32,11,33,34,"nathan-dumlao-ger61_TX6oI-unsplash.jpg","christian-ferrer-8vT-DgHZDG4-unsplash.jpg",1,32,11,1,"The closeup capture in this image catches the attention of the viewer due to the sharp but friendly stare exuding from the male subject pictured",52.488
"283",283,"QGgHx",12,18672471,2,-1,16,19,61,35,"giano-currie-5-9YOsmf8IQ-unsplash.jpg","ha-nguy-n-OFSQ6bHjFjs-unsplash.jpg",1,16,19,1,"The model in the photo has taken the time to prepare her hair and makeup for this capture Overall her appearance is professional and visually appealing ",32.421
"284",284,"QGgHx",13,18707699,2,1,30,3,34,58,"matheus-ferrero-pg_WCHWSdT8-unsplash.jpg","art-hauntington-jzY0KRJopEI-unsplash.jpg",0,3,30,1,"The close up capture provides an emphasis on every feature of the female individual captured in this photo Overall this makes for a sharp photo",52.321
"285",285,"QGgHx",14,18762758,2,1,13,47,37,35,"erik-lucatero-d2MSDujJl2g-unsplash.jpg","tyler-nix-ZGa9d1a_4tA-unsplash.jpg",1,13,47,1,"The blurry background aids in emphasizing the closeup feature of the male individuals curious stare This basic detail captures the viewers attention towards the stare of the male subject pictured ",52.517
"286",286,"QGgHx",17,18822920,2,-1,17,21,34,44,"gleb-lukomets-paBzWCPN23k-unsplash.jpg","jessica-felicio-_cvwXhGqG-o-unsplash.jpg",1,17,21,1,"There is a certain essence of antiquity that is present in the scene of this photo which makes it appear as a classic ",25.243
"287",287,"QGgHx",2,18420470,1,1,12,41,38,59,"daniel-rigdon-dXmXKPP2L4E-unsplash.jpg","prince-akachi-i2hoD-C2RUA-unsplash.jpg",1,12,41,1,"The female individual featured in this image appears to be posing for the picture In addition she has clearly taken time to do her hair and makeup because her hair falls nicely and her skin is flawless",58.546
"288",288,"QGgHx",20,18855750,2,-1,0,10,44,39,"abstral-official-cyOKLSgkgCE-unsplash.jpg","charles-etoroma-95UF6LXe-Lo-unsplash.jpg",1,0,10,1,"This image provides a closeup of the general facial expression of the older male individual that represents the elderly general public population",42.407
"289",289,"QGgHx",21,18900881,2,1,23,9,40,36,"joanna-nix-walkup-H4fEMshfwTE-unsplash.jpg","carlos-andres-gomez-vJuk8Y86mRw-unsplash.jpg",1,23,9,1,"The female individual pictured is posing in such a way that is gripping through her curious stare The background of the image is also subtly blurred in order to bring more emphasized attention towards the womans expression",54.73
"290",290,"QGgHx",6,18491016,1,-1,40,38,40,39,"prince-akachi-4Yv84VgQkRM-unsplash.jpg","petr-sevcovic-HzDF-rxlSeM-unsplash.jpg",1,40,38,1,"This image presents a like able and friendly individual that is displaying a subtly comical gesture in order to welcome the viewer",38.991
"291",291,"QGgHx",7,18533156,1,1,27,22,40,34,"jurica-koletic-7YVZYZeITc8-unsplash.jpg","jessica-radanavong-mrYkTuAesKE-unsplash.jpg",1,27,22,1,"This image provides a close up and high definition shot of the individual captured The high definition of the individuals face makes for a sharper appeal overall",32.998
"292",292,"QGgHx",9,18572181,1,-1,25,24,39,42,"joseph-gonzalez-iFgRcqHznqg-unsplash.jpg","joel-mott-LaK153ghdig-unsplash.jpg",0,24,25,1,"The background and smile of the individual featured in the image makes the scene appear as though something fun is going on which captures the attention of the viewer ",37.856
"293",293,"qZmtG",10,348882,1,-1,12,24,66,67,"daniel-rigdon-dXmXKPP2L4E-unsplash.jpg","joel-mott-LaK153ghdig-unsplash.jpg",0,24,12,1,"She has a great smile and the background is compelling",10.595
"294",294,"qZmtG",12,368527,2,1,32,19,67,45,"nathan-dumlao-ger61_TX6oI-unsplash.jpg","ha-nguy-n-OFSQ6bHjFjs-unsplash.jpg",1,32,19,1,"Its a much more interesting shot and his skin tone is unique",14.436
"295",295,"qZmtG",14,391773,2,-1,14,30,41,41,"freddy-kearney-o-ioeoATbIM-unsplash.jpg","matheus-ferrero-pg_WCHWSdT8-unsplash.jpg",1,14,30,1,"The detail on his face is much more pronounced than hers",14.18
"296",296,"qZmtG",15,408982,2,-1,10,33,62,61,"charles-etoroma-95UF6LXe-Lo-unsplash.jpg","olena-sergienko-0TSd6uCKTKc-unsplash.jpg",0,33,10,1,"The darker background is compelling",14.205
"297",297,"qZmtG",20,436053,2,1,25,2,50,52,"joseph-gonzalez-iFgRcqHznqg-unsplash.jpg","arjunsyah-TBUA5KHJn6k-unsplash.jpg",1,25,2,1,"The picture is in greater focus and features a more attractive man",14.135
"298",298,"qZmtG",21,453290,2,-1,36,44,73,59,"ospan-ali-mGdA2fzjWLo-unsplash.jpg","rikonavt-HQjfrvdTfak-unsplash.jpg",0,44,36,1,"Her pose is more interesting",6.933
"299",299,"qZmtG",22,463326,2,1,1,47,70,64,"aiony-haust-jmATI5Q_YgY-unsplash.jpg","tyler-nix-ZGa9d1a_4tA-unsplash.jpg",0,47,1,1,"The photo is sharp",10.039
"300",300,"qZmtG",5,260288,1,-1,41,11,62,72,"prince-akachi-i2hoD-C2RUA-unsplash.jpg","christian-ferrer-8vT-DgHZDG4-unsplash.jpg",0,11,41,1,"Her look is more confident and interesting",18.337
"301",301,"qZmtG",6,283377,1,-1,20,16,62,59,"houcine-ncib-B4TjXnI0Y2c-unsplash.jpg","giano-currie-5-9YOsmf8IQ-unsplash.jpg",1,20,16,1,"Her gaze at the camera is very intense",15.792
"302",302,"qZmtG",7,305454,1,1,17,29,67,42,"gleb-lukomets-paBzWCPN23k-unsplash.jpg","leilani-angel-K84vnnzxmTQ-unsplash.jpg",1,17,29,1,"I think the woman will be more desirable",12.16
"303",303,"qZmtG",8,321608,1,1,46,15,72,73,"stefan-stefancik-QXevDflbl8A-unsplash.jpg","gabriel-silverio-u3WmDyKGsrY-unsplash.jpg",0,15,46,1,"Her smile in this picture is infectious and the colors are nice",12.901
"304",304,"qZmtG",9,337857,1,1,5,49,61,68,"batel-studio-ttSRjiYG_WM-unsplash.jpg","vicky-hladynets-_gDoyVv5F4c-unsplash.jpg",0,49,5,1,"He looks very confident",7.482
"305",305,"rHMtE",1,1720616,1,1,30,44,68,62,"matheus-ferrero-pg_WCHWSdT8-unsplash.jpg","rikonavt-HQjfrvdTfak-unsplash.jpg",1,30,44,1,"Because I liked it",21.413
"306",306,"rHMtE",10,1911466,1,1,38,31,63,55,"petr-sevcovic-HzDF-rxlSeM-unsplash.jpg","mathilda-khoo-vLR0YP_otCo-unsplash.jpg",1,38,31,1,"I liked it",11.353
"307",307,"rHMtE",12,1932686,2,1,7,35,55,69,"brooke-cagle-HRZUzoX1e6w-unsplash.jpg","oliver-ragfelt-khV4fTy6-D8-unsplash.jpg",1,7,35,1,"I liked it",5.444
"308",308,"rHMtE",14,1944416,2,1,34,28,55,56,"oliver-johnson-1TUIcKob7Zs-unsplash.jpg","justin-chen-J7Cf1Gch49E-unsplash.jpg",0,28,34,1,"I liked it",6.622
"309",309,"rHMtE",16,1958498,2,-1,16,27,69,69,"giano-currie-5-9YOsmf8IQ-unsplash.jpg","jurica-koletic-7YVZYZeITc8-unsplash.jpg",0,27,16,1,"Simply I liked it",7.708
"310",310,"rHMtE",18,1973366,2,-1,11,40,64,63,"christian-ferrer-8vT-DgHZDG4-unsplash.jpg","prince-akachi-4Yv84VgQkRM-unsplash.jpg",1,11,40,1,"I liked it",4.094
"311",311,"rHMtE",21,1992176,2,-1,12,48,67,58,"daniel-rigdon-dXmXKPP2L4E-unsplash.jpg","velizar-ivanov-7ktP9yZA1g4-unsplash.jpg",1,12,48,1,"I liked it",5.499
"312",312,"rHMtE",23,2005975,2,-1,20,36,68,60,"houcine-ncib-B4TjXnI0Y2c-unsplash.jpg","ospan-ali-mGdA2fzjWLo-unsplash.jpg",1,20,36,1,"I liked it",4.012
"313",313,"rHMtE",5,1757358,1,1,17,26,62,56,"gleb-lukomets-paBzWCPN23k-unsplash.jpg","juri-gianfrancesco-9EZadYaMzk4-unsplash.jpg",0,26,17,1,"It was my opinion",98.321
"314",314,"rHMtE",7,1863150,1,1,1,9,56,58,"aiony-haust-jmATI5Q_YgY-unsplash.jpg","carlos-andres-gomez-vJuk8Y86mRw-unsplash.jpg",1,1,9,1,"Looks so good",11.043
"315",315,"rHMtE",8,1876146,1,-1,18,45,46,66,"good-faces-xmSWVeGEnJw-unsplash.jpg","sarah-noltner-pL5ZzPp1zqg-unsplash.jpg",1,18,45,1,"Looks attractive",15.451
"316",316,"rHMtE",9,1894974,1,-1,13,49,59,61,"erik-lucatero-d2MSDujJl2g-unsplash.jpg","vicky-hladynets-_gDoyVv5F4c-unsplash.jpg",0,49,13,1,"Simply I liked it",12.655
"317",317,"rwXAf",0,227762,1,1,12,9,11,11,"daniel-rigdon-dXmXKPP2L4E-unsplash.jpg","carlos-andres-gomez-vJuk8Y86mRw-unsplash.jpg",1,12,9,1,"woman",6.393
"318",318,"rwXAf",10,301458,1,-1,19,6,12,9,"ha-nguy-n-OFSQ6bHjFjs-unsplash.jpg","ben-o-bro-C5XyLljkMrY-unsplash.jpg",0,6,19,1,"people like black people",9.08
"319",319,"rwXAf",16,332994,2,1,7,35,8,18,"brooke-cagle-HRZUzoX1e6w-unsplash.jpg","oliver-ragfelt-khV4fTy6-D8-unsplash.jpg",1,7,35,1,"womanz",7.361
"320",320,"rwXAf",18,349014,2,-1,25,22,7,28,"joseph-gonzalez-iFgRcqHznqg-unsplash.jpg","jessica-radanavong-mrYkTuAesKE-unsplash.jpg",1,25,22,1,"the other person looks crazy maybe yakuza",15.092
"321",321,"rwXAf",19,368161,2,1,43,44,26,7,"raamin-ka-0qJBEzudn5E-unsplash.jpg","rikonavt-HQjfrvdTfak-unsplash.jpg",1,43,44,1,"white not black",5.232
"322",322,"rwXAf",2,240530,1,-1,18,27,6,19,"good-faces-xmSWVeGEnJw-unsplash.jpg","jurica-koletic-7YVZYZeITc8-unsplash.jpg",0,27,18,1,"white not black",8.976
"323",323,"rwXAf",21,380194,2,1,2,15,7,15,"arjunsyah-TBUA5KHJn6k-unsplash.jpg","gabriel-silverio-u3WmDyKGsrY-unsplash.jpg",0,15,2,1,"female",4.455
"324",324,"rwXAf",22,388386,2,1,33,40,12,8,"olena-sergienko-0TSd6uCKTKc-unsplash.jpg","prince-akachi-4Yv84VgQkRM-unsplash.jpg",1,33,40,1,"female",3.448
"325",325,"rwXAf",23,396118,2,1,8,36,27,16,"bruce-dixon-3M9WJQVHzog-unsplash.jpg","ospan-ali-mGdA2fzjWLo-unsplash.jpg",0,36,8,1,"female",4.203
"326",326,"rwXAf",6,260162,1,-1,0,17,17,23,"abstral-official-cyOKLSgkgCE-unsplash.jpg","gleb-lukomets-paBzWCPN23k-unsplash.jpg",0,17,0,1,"female not male",11.8
"327",327,"rwXAf",8,277041,1,-1,30,34,13,22,"matheus-ferrero-pg_WCHWSdT8-unsplash.jpg","oliver-johnson-1TUIcKob7Zs-unsplash.jpg",1,30,34,1,"that hat looks cool",9.257
"328",328,"rwXAf",9,289122,1,-1,28,49,13,12,"justin-chen-J7Cf1Gch49E-unsplash.jpg","vicky-hladynets-_gDoyVv5F4c-unsplash.jpg",1,28,49,1,"i want to punch him",9.752
"329",329,"SAcSz",1,2232555,1,1,14,42,69,70,"freddy-kearney-o-ioeoATbIM-unsplash.jpg","prince-akachi-l3IHXOdMyHQ-unsplash.jpg",1,14,42,1,"Happy face",27.926
"330",330,"SAcSz",10,2347316,1,-1,27,16,71,72,"jurica-koletic-7YVZYZeITc8-unsplash.jpg","giano-currie-5-9YOsmf8IQ-unsplash.jpg",0,16,27,1,"modern",5.311
"331",331,"SAcSz",13,2375825,2,1,30,26,69,69,"matheus-ferrero-pg_WCHWSdT8-unsplash.jpg","juri-gianfrancesco-9EZadYaMzk4-unsplash.jpg",1,30,26,1,"modern",6.12
"332",332,"SAcSz",17,2398927,2,1,45,35,72,68,"sarah-noltner-pL5ZzPp1zqg-unsplash.jpg","oliver-ragfelt-khV4fTy6-D8-unsplash.jpg",1,45,35,1,"look handsome",11.24
"333",333,"SAcSz",19,2421219,2,-1,37,23,74,71,"pavel-anoshin-d0peGya6R5Y-unsplash.jpg","joanna-nix-walkup-H4fEMshfwTE-unsplash.jpg",0,23,37,1,"nature",10.007
"334",334,"SAcSz",20,2433091,2,-1,47,48,76,71,"tyler-nix-ZGa9d1a_4tA-unsplash.jpg","velizar-ivanov-7ktP9yZA1g4-unsplash.jpg",0,48,47,1,"modern",8.02
"335",335,"SAcSz",22,2451697,2,-1,19,15,75,70,"ha-nguy-n-OFSQ6bHjFjs-unsplash.jpg","gabriel-silverio-u3WmDyKGsrY-unsplash.jpg",1,19,15,1,"happy face",8.398
"336",336,"SAcSz",23,2465269,2,-1,18,2,78,70,"good-faces-xmSWVeGEnJw-unsplash.jpg","arjunsyah-TBUA5KHJn6k-unsplash.jpg",1,18,2,1,"modern",6.396
"337",337,"SAcSz",3,2272909,1,1,34,9,78,71,"oliver-johnson-1TUIcKob7Zs-unsplash.jpg","carlos-andres-gomez-vJuk8Y86mRw-unsplash.jpg",0,9,34,1,"look handsome",9.058
"338",338,"SAcSz",4,2288436,1,1,5,4,71,75,"batel-studio-ttSRjiYG_WM-unsplash.jpg","barna-bartis-2x3vfVxwR7o-unsplash.jpg",1,5,4,1,"modern",6.788
"339",339,"SAcSz",8,2315945,1,1,33,31,69,72,"olena-sergienko-0TSd6uCKTKc-unsplash.jpg","mathilda-khoo-vLR0YP_otCo-unsplash.jpg",1,33,31,1,"modern",10.244
"340",340,"SAcSz",9,2333838,1,-1,0,7,71,75,"abstral-official-cyOKLSgkgCE-unsplash.jpg","brooke-cagle-HRZUzoX1e6w-unsplash.jpg",0,7,0,1,"happy face",8.343
"353",353,"sNyXJ",10,701933,1,-1,42,0,57,47,"prince-akachi-l3IHXOdMyHQ-unsplash.jpg","abstral-official-cyOKLSgkgCE-unsplash.jpg",1,42,0,1,"I like her hair",5.811
"354",354,"sNyXJ",11,710517,1,-1,31,26,59,42,"mathilda-khoo-vLR0YP_otCo-unsplash.jpg","juri-gianfrancesco-9EZadYaMzk4-unsplash.jpg",1,31,26,1,"She is prettyn",7.231
"355",355,"sNyXJ",12,724477,2,1,25,27,41,42,"joseph-gonzalez-iFgRcqHznqg-unsplash.jpg","jurica-koletic-7YVZYZeITc8-unsplash.jpg",0,27,25,1,"He looks kind",7.074
"356",356,"sNyXJ",16,743124,2,1,20,5,57,62,"houcine-ncib-B4TjXnI0Y2c-unsplash.jpg","batel-studio-ttSRjiYG_WM-unsplash.jpg",1,20,5,1,"She is pretty",7.573
"357",357,"sNyXJ",18,758198,2,-1,24,11,58,60,"joel-mott-LaK153ghdig-unsplash.jpg","christian-ferrer-8vT-DgHZDG4-unsplash.jpg",0,11,24,1,"She looks intense",6.112
"358",358,"sNyXJ",20,770589,2,1,22,44,44,52,"jessica-radanavong-mrYkTuAesKE-unsplash.jpg","rikonavt-HQjfrvdTfak-unsplash.jpg",0,44,22,1,"She looks like a model",14.026
"359",359,"sNyXJ",22,795629,2,1,41,17,53,62,"prince-akachi-i2hoD-C2RUA-unsplash.jpg","gleb-lukomets-paBzWCPN23k-unsplash.jpg",0,17,41,1,"It looks like art",9.64
"360",360,"sNyXJ",23,808156,2,1,48,47,61,41,"velizar-ivanov-7ktP9yZA1g4-unsplash.jpg","tyler-nix-ZGa9d1a_4tA-unsplash.jpg",1,48,47,1,"she looks like jessie buckley",11.354
"361",361,"sNyXJ",4,641996,1,-1,45,13,46,44,"sarah-noltner-pL5ZzPp1zqg-unsplash.jpg","erik-lucatero-d2MSDujJl2g-unsplash.jpg",1,45,13,1,"I dont like the pic on the right staring at me",14.452
"362",362,"sNyXJ",5,659444,1,-1,39,49,47,44,"philip-martin-5aGUyCW_PJw-unsplash.jpg","vicky-hladynets-_gDoyVv5F4c-unsplash.jpg",0,49,39,1,"I dont like the red hat",13.865
"363",363,"sNyXJ",8,681765,1,1,14,9,41,44,"freddy-kearney-o-ioeoATbIM-unsplash.jpg","carlos-andres-gomez-vJuk8Y86mRw-unsplash.jpg",1,14,9,1,"He looks fun",8.838
"364",364,"sNyXJ",9,693188,1,-1,36,23,57,45,"ospan-ali-mGdA2fzjWLo-unsplash.jpg","joanna-nix-walkup-H4fEMshfwTE-unsplash.jpg",1,36,23,1,"She is pretty",6.328
"365",365,"SZfNj",1,212537,1,1,18,31,41,45,"good-faces-xmSWVeGEnJw-unsplash.jpg","mathilda-khoo-vLR0YP_otCo-unsplash.jpg",0,31,18,1,"There is more art and human suffering in this one and will draw more buyers",17.548
"366",366,"SZfNj",10,312181,1,1,6,29,55,44,"ben-o-bro-C5XyLljkMrY-unsplash.jpg","leilani-angel-K84vnnzxmTQ-unsplash.jpg",1,6,29,1,"More happiness and sheer emotion is conveyed",9.216
"367",367,"SZfNj",12,334674,2,1,44,10,40,53,"rikonavt-HQjfrvdTfak-unsplash.jpg","charles-etoroma-95UF6LXe-Lo-unsplash.jpg",0,10,44,1,"The emotion is more vibrant the background more attractive",15.259
"368",368,"SZfNj",13,353440,2,-1,4,19,43,46,"barna-bartis-2x3vfVxwR7o-unsplash.jpg","ha-nguy-n-OFSQ6bHjFjs-unsplash.jpg",0,19,4,1,"The emotions are more raw and the subject more attractive",14.047
"369",369,"SZfNj",16,377019,2,-1,17,13,50,42,"gleb-lukomets-paBzWCPN23k-unsplash.jpg","erik-lucatero-d2MSDujJl2g-unsplash.jpg",1,17,13,1,"The subject is much more beautiful and her choice of outfit is interesting",15.56
"370",370,"SZfNj",17,396451,2,-1,16,21,50,40,"giano-currie-5-9YOsmf8IQ-unsplash.jpg","jessica-felicio-_cvwXhGqG-o-unsplash.jpg",1,16,21,1,"The subject is more interesting and bold",12.377
"371",371,"SZfNj",20,419905,2,1,47,39,54,40,"tyler-nix-ZGa9d1a_4tA-unsplash.jpg","philip-martin-5aGUyCW_PJw-unsplash.jpg",0,39,47,1,"The city in the background is much more interesting than the plain background in the other",17.302
"372",372,"SZfNj",21,440831,2,1,37,43,43,55,"pavel-anoshin-d0peGya6R5Y-unsplash.jpg","raamin-ka-0qJBEzudn5E-unsplash.jpg",0,43,37,1,"The subject is much more kind and attractive",12.695
"373",373,"SZfNj",5,245016,1,-1,5,27,43,55,"batel-studio-ttSRjiYG_WM-unsplash.jpg","jurica-koletic-7YVZYZeITc8-unsplash.jpg",1,5,27,1,"This one has more color and vibrancy",9.751
"374",374,"SZfNj",6,258218,1,1,40,7,46,41,"prince-akachi-4Yv84VgQkRM-unsplash.jpg","brooke-cagle-HRZUzoX1e6w-unsplash.jpg",0,7,40,1,"The sheer emotion shown in this one is moving",12.732
"375",375,"SZfNj",7,274862,1,-1,15,8,55,42,"gabriel-silverio-u3WmDyKGsrY-unsplash.jpg","bruce-dixon-3M9WJQVHzog-unsplash.jpg",1,15,8,1,"She is the more attractive subject and her freckles stand out",14.28
"376",376,"SZfNj",9,296871,1,-1,22,30,41,47,"jessica-radanavong-mrYkTuAesKE-unsplash.jpg","matheus-ferrero-pg_WCHWSdT8-unsplash.jpg",0,30,22,1,"The background and subject are more interesting",11.855
"377",377,"tMhNR",1,4099028,1,1,36,37,28,24,"ospan-ali-mGdA2fzjWLo-unsplash.jpg","pavel-anoshin-d0peGya6R5Y-unsplash.jpg",1,36,37,1,"look is so nice",23.234
"378",378,"tMhNR",10,4212014,1,-1,42,21,33,78,"prince-akachi-l3IHXOdMyHQ-unsplash.jpg","jessica-felicio-_cvwXhGqG-o-unsplash.jpg",1,42,21,1,"i like very much hair ",18.851
"379",379,"tMhNR",12,4239974,2,-1,48,20,78,22,"velizar-ivanov-7ktP9yZA1g4-unsplash.jpg","houcine-ncib-B4TjXnI0Y2c-unsplash.jpg",1,48,20,1,"look is very nice",15.111
"380",380,"tMhNR",13,4258829,2,1,35,11,35,75,"oliver-ragfelt-khV4fTy6-D8-unsplash.jpg","christian-ferrer-8vT-DgHZDG4-unsplash.jpg",0,11,35,1,"dress is very hot",14.871
"381",381,"tMhNR",14,4276854,2,1,4,45,72,75,"barna-bartis-2x3vfVxwR7o-unsplash.jpg","sarah-noltner-pL5ZzPp1zqg-unsplash.jpg",0,45,4,1,"specs is very beautiful ",18.847
"382",382,"tMhNR",15,4299695,2,-1,16,9,23,75,"giano-currie-5-9YOsmf8IQ-unsplash.jpg","carlos-andres-gomez-vJuk8Y86mRw-unsplash.jpg",0,9,16,1,"look is so hot",8.449
"383",383,"tMhNR",16,4311213,2,1,14,28,28,63,"freddy-kearney-o-ioeoATbIM-unsplash.jpg","justin-chen-J7Cf1Gch49E-unsplash.jpg",0,28,14,1,"i like hair",13.415
"384",384,"tMhNR",17,4328219,2,-1,47,31,74,73,"tyler-nix-ZGa9d1a_4tA-unsplash.jpg","mathilda-khoo-vLR0YP_otCo-unsplash.jpg",0,31,47,1,"i like very much look",20.14
"385",385,"tMhNR",4,4134383,1,1,44,39,76,31,"rikonavt-HQjfrvdTfak-unsplash.jpg","philip-martin-5aGUyCW_PJw-unsplash.jpg",1,44,39,1,"very attractive ",12.75
"386",386,"tMhNR",7,4157193,1,1,19,12,74,73,"ha-nguy-n-OFSQ6bHjFjs-unsplash.jpg","daniel-rigdon-dXmXKPP2L4E-unsplash.jpg",1,19,12,1,"look is good",16.532
"387",387,"tMhNR",8,4182541,1,-1,23,15,77,25,"joanna-nix-walkup-H4fEMshfwTE-unsplash.jpg","gabriel-silverio-u3WmDyKGsrY-unsplash.jpg",0,15,23,1,"look is very attractive ",14.408
"388",388,"tMhNR",9,4200261,1,-1,13,18,73,76,"erik-lucatero-d2MSDujJl2g-unsplash.jpg","good-faces-xmSWVeGEnJw-unsplash.jpg",1,13,18,1,"very nice",8.164
"401",401,"vRFa3",0,409262,1,1,14,47,55,42,"freddy-kearney-o-ioeoATbIM-unsplash.jpg","tyler-nix-ZGa9d1a_4tA-unsplash.jpg",1,14,47,1,"It evokes more emotions",13.413
"402",402,"vRFa3",10,543201,1,1,23,18,40,55,"joanna-nix-walkup-H4fEMshfwTE-unsplash.jpg","good-faces-xmSWVeGEnJw-unsplash.jpg",0,18,23,1,"The angle of the face is more interesting",9.428
"403",403,"vRFa3",12,562663,2,-1,29,12,44,47,"leilani-angel-K84vnnzxmTQ-unsplash.jpg","daniel-rigdon-dXmXKPP2L4E-unsplash.jpg",1,29,12,1,"The angle of the face is better and the man seems to be thinking more interesting thoughts",22.639
"404",404,"vRFa3",13,588953,2,-1,2,25,54,43,"arjunsyah-TBUA5KHJn6k-unsplash.jpg","joseph-gonzalez-iFgRcqHznqg-unsplash.jpg",1,2,25,1,"The subject has more a more interesting facial structure and the lighting is cooler",36.988
"405",405,"vRFa3",17,638601,2,-1,24,42,46,58,"joel-mott-LaK153ghdig-unsplash.jpg","prince-akachi-l3IHXOdMyHQ-unsplash.jpg",0,42,24,1,"The eyecontact with the camera is compelling",13.781
"406",406,"vRFa3",19,658986,2,1,40,19,57,43,"prince-akachi-4Yv84VgQkRM-unsplash.jpg","ha-nguy-n-OFSQ6bHjFjs-unsplash.jpg",1,40,19,1,"The photo has better saturation and lighting",18.854
"407",407,"vRFa3",22,692251,2,1,39,41,43,55,"philip-martin-5aGUyCW_PJw-unsplash.jpg","prince-akachi-i2hoD-C2RUA-unsplash.jpg",1,39,41,1,"The mans seems to have a more interesting emotional expression",26.226
"408",408,"vRFa3",23,721658,2,-1,21,33,55,59,"jessica-felicio-_cvwXhGqG-o-unsplash.jpg","olena-sergienko-0TSd6uCKTKc-unsplash.jpg",1,21,33,1,"I like the look of tension on her face and the smokey effects I also like how her hair looks like a heart on the pink background",33.218
"409",409,"vRFa3",3,433348,1,-1,5,16,56,52,"batel-studio-ttSRjiYG_WM-unsplash.jpg","giano-currie-5-9YOsmf8IQ-unsplash.jpg",0,16,5,1,"The model has more interesting eye contact with the camera",25.146
"410",410,"vRFa3",4,461553,1,1,31,9,58,45,"mathilda-khoo-vLR0YP_otCo-unsplash.jpg","carlos-andres-gomez-vJuk8Y86mRw-unsplash.jpg",1,31,9,1,"The subject looks mysterious and the photo makes me want to discern her emotions",25.236
